OBJECTID_1,FIRE_NO,VERSION_NO,FIRE_YEAR,FIRE_CAUSE,FIRELABEL,SIZE_HA,TRACK_DATE,LOAD_DATE,FIRE_DATE,METHOD,FCODE,SHAPE_1,OBJECTID,AREA_SQM,FEAT_LEN,Shape__Area,Shape__Length,OBJECTID_1 1,SHAPE_1 1,Shape__Area 1,Shape__Length 1,Year,Month,Near AveTemp,Near MaxTemp,Near MinTemp,NearDist Temp,Near totalPrecip,Near HighPrecipDays,NearDist Precip,Interpolate Temp aveMax,Interpolate Temp aveMin,Interpolate Precip aveMax,Interpolate Precip aveMin,Interpolate AveTemp,Interpolate AvePrecip
1,N11644,2017090801.00000000,2017,Lightning,2017-N11644,0.00000000,20170908,20170908,20170807,Unknown,JA70003000,0.00000000,1373842.00000000,64.63860000,33.50470000,151.16406250,51.28407038,21107,0,151.16406250,51.28407038,2017,August,20.10000000,34.00000000,4.50000000,28.99872320,0.00000000,0,28.99872320,20.38574896,19.60354119,1.74802951,0.61955060,19.99464507,1.183790055
2,V11290,2017072501.00000000,2017,Person,2017-V11290,0.00000000,20170725,20170725,20170722,Processed IR image,JA70003000,0.00000000,1373752.00000000,356.36620000,71.06250000,836.50781250,108.92831114,21443,0,836.50781250,108.92831110,2017,July,18.70000000,29.50000000,9.00000000,11.46794184,8.20000000,1,11.46794184,19.55349511,18.60373169,12.57891354,6.62470948,19.0786134,9.60181151
3,C20901,2017071001.00000000,2017,Lightning,2017-C20901,0.00000000,20170710,20170710,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1374025.00000000,438.00290000,81.37740000,1177.94531250,133.44604575,21256,0,1177.94531300,133.44604580,2017,July,14.40000000,30.00000000,2.00000000,29.07789622,27.00000000,3,29.07789622,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
4,C20900,2017071001.00000000,2017,Lightning,2017-C20900,0.10000000,20170710,20170710,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1374026.00000000,1909.80940000,163.59780000,5137.49218750,268.30132247,21257,0,5137.49218800,268.30132250,2017,July,14.40000000,30.00000000,2.00000000,28.77175126,27.00000000,3,28.77175126,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
5,C20347,2017062201.00000000,2017,Person,2017-C20347,0.10000000,20170622,20170626,20170622,Non-corrected ground GPS,JA70003000,0.00000000,1374035.00000000,1316.48420000,170.36810000,3475.73437500,276.86580502,21282,0,3475.73437500,276.86580500,2017,June,14.50000000,33.60000000,2.20000000,14.61422967,9.00000000,4,14.61422967,13.95505014,12.51759481,13.51910589,0.00000000,13.23632247,6.759552945
6,V11930,2017092801.00000000,2017,Person,2017-V11930,0.20000000,20170928,20170927,20170828,Non-corrected ground GPS,JA70003000,0.00000000,1373750.00000000,2740.76090000,233.78160000,6617.87500000,363.41274264,21441,0,6617.87500000,363.41274260,2017,August,24.20000000,39.30000000,12.10000000,28.60700026,0.00000000,0,28.60700026,22.64371677,21.37998338,1.74802951,0.61955060,22.01185007,1.183790055
7,V12051,2017090402.00000000,2017,Person,2017-V12051,0.20000000,20170904,20170906,20170904,Non-corrected ground GPS,JA70003000,0.00000000,1373749.00000000,2723.32020000,276.24460000,6529.72656250,427.76843174,21423,0,6529.72656300,427.76843170,2017,September,19.40000000,37.00000000,4.40000000,47.92572993,3.00000000,1,47.92572993,17.97499182,16.66220579,33.14996552,20.69538357,17.3185988,26.922674545
8,G92268,2017101701.00000000,2017,Person,2017-G92268,0.00000000,20171018,20171018,20171014,Ozi,JA70003000,0.00000000,1373912.00000000,956.17130000,225.83750000,3560.25781250,435.94099359,21112,0,3560.25781300,435.94099360,2017,October,7.70000000,18.60000000,-2.00000000,20.34517448,51.90000000,6,20.34517448,4.95090054,3.07913266,50.94761922,30.98606912,4.0150166,40.96684417
9,V91187,2017072001.00000000,2017,Person,2017-V91187,0.20000000,20170720,20170921,20170719,Non-corrected ground GPS,JA70003000,0.00000000,1373717.00000000,2593.12810000,278.84000000,6412.57031250,438.51569518,21538,0,6412.57031300,438.51569520,2017,July,14.80000000,23.50000000,8.00000000,11.42637394,3.60000000,1,11.42637394,14.96469454,13.23475030,23.64313695,12.57891354,14.09972242,18.111025245
10,V50174,2017052801.00000000,2017,Person,2017-V50174,0.50000000,20170528,20170615,20170521,Non-corrected ground GPS,JA70003000,0.00000000,1373740.00000000,5008.52010000,324.49100000,12098.44531250,504.57312326,21611,0,12098.44531000,504.57312330,2017,May,10.70000000,28.80000000,-3.30000000,94.29452314,79.90000000,16,94.29452314,13.04469185,12.39348495,143.16126780,100.51813920,12.7190884,121.8397035
11,N70607,2017070501.00000000,2017,Person,2017-N70607,0.50000000,20170705,20170824,20170705,Non-corrected ground GPS,JA70003000,0.00000000,1373783.00000000,5558.13520000,380.11250000,12973.60937500,580.78540322,21300,0,12973.60938000,580.78540320,2017,July,23.30000000,36.50000000,11.00000000,4.79214917,2.20000000,1,4.79214917,24.90000000,22.56524970,3.42045875,1.69609347,23.73262485,2.55827611
12,K50630,2017081401.00000000,2017,Person,2017-K50630,1.20000000,20170814,20171010,20170706,Non-corrected ground GPS,JA70003000,0.00000000,1373872.00000000,12562.72170000,442.76160000,29376.60156250,677.01923141,21225,0,29376.60156000,677.01923140,2017,July,24.90000000,39.00000000,12.50000000,17.50645777,0.00000000,0,17.50645777,24.90000000,22.56524970,0.76812751,0.26874327,23.73262485,0.51843539
13,V71958,2017090101.00000000,2017,Person,2017-V71958,0.70000000,20170901,20170903,20170829,Digitized other,JA70003000,0.00000000,1373725.00000000,7210.85840000,446.03970000,16941.78125000,683.58813173,21573,0,16941.78125000,683.58813170,2017,August,19.20000000,31.00000000,10.00000000,10.72991213,4.80000000,2,10.72991213,19.60354119,18.98814407,3.80349464,1.74802951,19.29584263,2.775762075
14,K40147,2017100401.00000000,2017,Person,2017-K40147,1.00000000,20171004,20171005,20170523,Hand sketch of any type,JA70003000,0.00000000,1373880.00000000,10507.24200000,473.03520000,25632.50781250,738.47429431,21267,0,25632.50781000,738.47429430,2017,May,12.90000000,29.00000000,-2.50000000,69.93785997,44.40000000,10,69.93785997,14.16886496,13.51765805,75.65968838,61.16866490,13.8432615,68.41417664
15,N21029,2017071301.00000000,2017,Lightning,2017-N21029,0.50000000,20170713,20170915,20170710,Non-corrected ground GPS,JA70003000,0.00000000,1373827.00000000,5583.10840000,479.42110000,13481.85937500,745.11099551,21383,0,13481.85938000,745.11099550,2017,July,21.70000000,37.00000000,7.50000000,20.12086346,6.00000000,2,20.12086346,22.56524970,20.83530546,6.62470948,3.42045875,21.70027758,5.022584115
16,C50065,2017043001.00000000,2017,Person,2017-C50065,0.70000000,20170430,20170502,20170430,Non-corrected ground GPS,JA70003000,0.00000000,1373987.00000000,7147.35580000,469.82590000,18890.06250000,763.88429411,21120,0,18890.06250000,763.88429410,2017,April,4.30000000,15.00000000,-5.50000000,31.49372325,31.80000000,11,31.49372325,4.38314936,1.48189359,41.85227950,33.41752529,2.93252147,37.634902395
17,C50015,2017040901.00000000,2017,Person,2017-C50015,0.40000000,20170409,20170419,20170409,Non-corrected ground GPS,JA70003000,0.00000000,1373990.00000000,4956.42940000,470.88740000,13061.89062500,764.37360171,21132,0,13061.89063000,764.37360170,2017,April,3.20000000,15.50000000,-9.10000000,68.26197749,33.30000000,6,68.26197749,4.38314936,1.48189359,41.85227950,33.41752529,2.93252147,37.634902395
18,C30887,2017081501.00000000,2017,Lightning,2017-C30887,1.40000000,20170815,20170816,20170707,Non-corrected airborne GPS,JA70003000,0.00000000,1374016.00000000,14946.08310000,469.80240000,40223.96093750,770.89395024,21214,0,40223.96094000,770.89395020,2017,July,13.40000000,31.50000000,-3.00000000,33.22263537,2.40000000,1,33.22263537,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
19,K12070,2017101001.00000000,2017,Person,2017-K12070,1.30000000,20171010,20171012,20170907,Hand sketch of any type,JA70003000,0.00000000,1373901.00000000,13326.00530000,477.85460000,34726.43750000,771.25986427,21073,0,34726.43750000,771.25986430,2017,September,13.20000000,32.50000000,0.00000000,37.77952961,44.20000000,7,37.77952961,13.63779421,12.32500818,52.87337233,33.14996552,12.98140119,43.011668925
20,N22190,2017092401.00000000,2017,Person,2017-N22190,1.20000000,20170924,20170925,20170924,Non-corrected ground GPS,JA70003000,0.00000000,1373818.00000000,12645.73870000,496.80510000,31101.53906250,779.01369039,21359,0,31101.53906000,779.01369040,2017,September,12.80000000,30.50000000,1.00000000,26.94839889,6.60000000,2,26.94839889,13.63779421,12.32500818,12.83078832,7.86459525,12.98140119,10.347691785
21,K71205,2017072001.00000000,2017,Person,2017-K71205,1.10000000,20170720,20171016,20170720,Non-corrected ground GPS,JA70003000,0.00000000,1373852.00000000,11107.73920000,496.78200000,27635.55468750,783.53373841,21144,0,27635.55469000,783.53373840,2017,July,24.10000000,37.20000000,11.80000000,0.35234829,4.00000000,1,46.50205680,24.90000000,22.56524970,6.62470948,3.42045875,23.73262485,5.022584115
22,V81106,2017072101.00000000,2017,Person,2017-V81106,0.50000000,20170721,20170921,20170715,Non-corrected ground GPS,JA70003000,0.00000000,1373721.00000000,5293.16150000,515.24120000,12626.89062500,795.90444554,21558,0,12626.89063000,795.90444550,2017,July,18.80000000,28.30000000,11.60000000,4.54197396,12.00000000,3,4.54197396,18.60373169,17.90000000,12.57891354,6.62470948,18.25186584,9.60181151
23,C20464,2017063001.00000000,2017,Person,2017-C20464,0.90000000,20170630,20170712,20170630,Non-corrected ground GPS,JA70003000,0.00000000,1374032.00000000,9804.42310000,491.25960000,25900.76562500,798.30306191,21279,0,25900.76563000,798.30306190,2017,June,14.50000000,33.60000000,2.20000000,15.91197435,9.00000000,4,15.91197435,13.95505014,12.51759481,13.51910589,0.00000000,13.23632247,6.759552945
24,C10306,2017061201.00000000,2017,Lightning,2017-C10306,0.40000000,20170612,20170619,20170611,Non-corrected ground GPS,JA70003000,0.00000000,1374050.00000000,4613.74840000,478.94630000,12906.73437500,801.49309684,21138,0,12906.73438000,801.49309680,2017,June,14.10000000,30.00000000,4.00000000,79.08527834,61.80000000,9,79.08527834,13.95505014,12.51759481,35.43425686,27.06639241,13.23632247,31.250324635
25,N11643,2017081801.00000000,2017,Lightning,2017-N11643,1.40000000,20170818,20170818,20170809,Digitized from image,JA70003000,0.00000000,1373843.00000000,14672.01490000,531.26830000,34182.98437500,811.16490292,21108,0,34182.98438000,811.16490290,2017,August,20.10000000,34.00000000,4.50000000,22.04367589,0.00000000,0,22.04367589,20.38574896,19.60354119,1.74802951,0.61955060,19.99464507,1.183790055
26,C50020,2017041101.00000000,2017,Person,2017-C50020,0.80000000,20170411,20170419,20170411,Non-corrected ground GPS,JA70003000,0.00000000,1373989.00000000,8479.72560000,499.42070000,22435.35156250,812.54039387,21131,0,22435.35156000,812.54039390,2017,April,3.20000000,15.50000000,-9.10000000,59.94240676,33.30000000,6,59.94240676,4.38314936,1.48189359,33.47435968,20.41258321,2.93252147,26.943471445
27,K51197,2017081401.00000000,2017,Lightning,2017-K51197,1.10000000,20170814,20171010,20170719,Non-corrected ground GPS,JA70003000,0.00000000,1373871.00000000,11614.00930000,521.98960000,28239.60156250,813.65234882,21224,0,28239.60156000,813.65234880,2017,July,23.90000000,36.00000000,13.00000000,26.37608161,0.30000000,0,26.37608161,22.56524970,20.83530546,1.69609347,0.76812751,21.70027758,1.23211049
28,K41859,2017082801.00000000,2017,Lightning,2017-K41859,1.00000000,20170828,20170912,20170823,Non-corrected ground GPS,JA70003000,0.00000000,1373876.00000000,10730.44780000,514.94890000,26809.89843750,814.06888504,21244,0,26809.89844000,814.06888500,2017,August,20.10000000,34.60000000,6.30000000,30.57658380,4.80000000,2,30.57658380,19.60354119,18.98814407,7.54741653,3.80349464,19.29584263,5.675455585
29,N41221,2017081001.00000000,2017,Lightning,2017-N41221,1.50000000,20170810,20171031,20170720,Hand sketch of any type,JA70003000,0.00000000,1373814.00000000,15104.67210000,508.72510000,39586.97656250,823.68187172,21355,0,39586.97656000,823.68187170,2017,July,19.90000000,38.00000000,4.00000000,43.88024520,21.00000000,5,43.88024520,18.60373169,17.90000000,23.64313695,12.57891354,18.25186584,18.111025245
30,C41572,2017080601.00000000,2017,Lightning,2017-C41572,1.10000000,20170806,20170811,20170720,Non-corrected ground GPS,JA70003000,0.00000000,1373996.00000000,11745.22820000,510.32790000,30965.22656250,828.57425127,21164,0,30965.22656000,828.57425130,2017,July,20.30000000,37.70000000,4.60000000,47.49972469,11.90000000,1,47.49972469,17.90000000,17.19626831,23.64313695,12.57891354,17.54813415,18.111025245
31,G10770,2017071201.00000000,2017,Lightning,2017-G10770,1.10000000,20170712,20170901,20170707,Hand sketch of any type,JA70003000,0.00000000,1373973.00000000,11313.23240000,491.96390000,32156.15625000,829.27003483,21080,0,32156.15625000,829.27003480,2017,July,16.40000000,30.00000000,2.00000000,32.26212744,26.80000000,7,32.26212744,17.19626831,16.24650489,44.20290253,23.64313695,16.7213866,33.92301974
32,K31208,2017100501.00000000,2017,Lightning,2017-K31208,1.50000000,20171005,20171018,20170719,Hand sketch of any type,JA70003000,0.00000000,1373884.00000000,15269.07770000,525.98200000,38256.89062500,832.72772224,21290,0,38256.89063000,832.72772220,2017,July,21.30000000,37.10000000,7.40000000,25.58894976,4.80000000,1,25.58894976,20.83530546,19.55349511,6.62470948,3.42045875,20.19440028,5.022584115
33,G10751,2017071101.00000000,2017,Lightning,2017-G10751,0.80000000,20170711,20170718,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373974.00000000,8948.93970000,493.72120000,25643.28906250,835.75854404,21081,0,25643.28906000,835.75854400,2017,July,15.10000000,32.20000000,1.70000000,81.27288547,28.20000000,7,81.27288547,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
34,K12037,2017090201.00000000,2017,Lightning,2017-K12037,1.50000000,20170902,20171102,20170902,Hand sketch of any type,JA70003000,0.00000000,1373903.00000000,15043.32410000,517.53410000,40233.45312500,846.57213798,21075,0,40233.45313000,846.57213800,2017,September,12.00000000,30.00000000,-3.00000000,66.77307344,57.00000000,8,66.77307344,12.32500818,10.40578932,52.87337233,33.14996552,11.36539875,43.011668925
35,C41346,2017072501.00000000,2017,Lightning,2017-C41346,1.40000000,20170725,20171013,20170719,Non-corrected ground GPS,JA70003000,0.00000000,1373997.00000000,14273.27340000,534.55910000,36626.20312500,856.29709475,21165,0,36626.20313000,856.29709470,2017,July,14.50000000,28.40000000,-0.80000000,15.58285080,3.30000000,1,15.58285080,17.19626831,16.24650489,6.62470948,3.42045875,16.7213866,5.022584115
36,C20905,2017081301.00000000,2017,Lightning,2017-C20905,1.80000000,20170813,20170907,20170707,Unknown,JA70003000,0.00000000,1374023.00000000,18636.41120000,522.73960000,50007.75781250,856.37456008,21254,0,50007.75781000,856.37456010,2017,July,13.40000000,31.50000000,-3.00000000,26.81223061,2.40000000,1,26.81223061,16.24650489,14.96469454,12.57891354,6.62470948,15.60559971,9.60181151
37,K30824,2017100501.00000000,2017,Lightning,2017-K30824,1.40000000,20171005,20171005,20170707,Hand sketch of any type,JA70003000,0.00000000,1373888.00000000,14975.73000000,536.21560000,38464.59375000,859.30256064,21004,0,38464.59375000,859.30256060,2017,July,19.90000000,38.00000000,4.00000000,46.38138872,21.00000000,5,46.38138872,20.83530546,19.55349511,23.64313695,12.57891354,20.19440028,18.111025245
38,G40702,2017072001.00000000,2017,Lightning,2017-G40702,1.50000000,20170720,20170922,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373957.00000000,15076.41640000,538.83570000,42242.36718750,902.11514609,21008,0,42242.36719000,902.11514610,2017,July,16.30000000,31.00000000,5.50000000,83.01889294,17.00000000,5,83.01889294,16.24650489,14.96469454,23.64313695,12.57891354,15.60559971,18.111025245
39,N61874,2017090601.00000000,2017,Person,2017-N61874,2.10000000,20170906,20170907,20170824,Non-corrected ground GPS,JA70003000,0.00000000,1373785.00000000,21062.07030000,592.13220000,49317.47656250,906.52159811,21310,0,49317.47656000,906.52159810,2017,August,20.30000000,37.50000000,2.50000000,23.77328818,2.20000000,1,23.77328818,22.64371677,21.37998338,7.54741653,3.80349464,22.01185007,5.675455585
40,V12299,2017112101.00000000,2017,Person,2017-V12299,1.40000000,20171121,20171208,20171025,Unknown,JA70003000,0.00000000,1373744.00000000,14970.72720000,590.76500000,35392.96875000,908.59295952,21293,0,35392.96875000,908.59295950,2017,October,10.00000000,21.00000000,0.00000000,25.70282639,582.10000000,16,25.70282639,10.21870949,9.77484337,237.51791710,162.85397260,9.99677643,200.18594485
41,N61626,2017081701.00000000,2017,Lightning,2017-N61626,2.10000000,20170817,20170821,20170807,Non-corrected airborne GPS,JA70003000,0.00000000,1373786.00000000,21650.44800000,592.69190000,51129.50781250,910.97888603,21311,0,51129.50781000,910.97888600,2017,August,22.60000000,37.00000000,8.50000000,49.77119677,3.80000000,1,49.77119677,21.37998338,20.38574896,14.36677385,7.54741653,20.88286617,10.95709519
42,N51701,2017091101.00000000,2017,Lightning,2017-N51701,1.90000000,20170911,20170911,20170812,Non-corrected ground GPS,JA70003000,0.00000000,1373791.00000000,19385.74480000,591.18710000,46666.18750000,917.35790193,21316,0,46666.18750000,917.35790190,2017,August,21.20000000,35.00000000,8.00000000,12.75982965,29.40000000,2,12.75982965,21.37998338,20.38574896,49.41226031,26.78787543,20.88286617,38.10006787
43,N41802,2017091401.00000000,2017,Lightning,2017-N41802,1.80000000,20170914,20171031,20170813,Hand sketch of any type,JA70003000,0.00000000,1373811.00000000,18751.19340000,567.25190000,49142.39062500,918.41262609,21352,0,49142.39063000,918.41262610,2017,August,18.70000000,34.00000000,4.00000000,42.25676958,16.00000000,5,42.25676958,18.20593630,17.21170188,26.78787543,14.36677385,17.70881909,20.57732464
44,N41136,2017072601.00000000,2017,Lightning,2017-N41136,2.40000000,20170726,20170906,20170716,Non-corrected ground GPS,JA70003000,0.00000000,1373816.00000000,24170.23520000,575.18510000,63154.23437500,929.72334819,21357,0,63154.23438000,929.72334820,2017,July,19.90000000,38.00000000,4.00000000,23.46694239,21.00000000,5,23.46694239,19.55349511,18.60373169,23.64313695,12.57891354,19.0786134,18.111025245
45,N71298,2017072401.00000000,2017,Lightning,2017-N71298,1.10000000,20170724,20170918,20170721,Non-corrected ground GPS,JA70003000,0.00000000,1373779.00000000,11332.80820000,612.63230000,26529.06250000,937.35670697,21296,0,26529.06250000,937.35670700,2017,July,24.10000000,37.40000000,10.80000000,23.36537517,0.40000000,0,23.36537517,22.56524970,20.83530546,1.69609347,0.76812751,21.70027758,1.23211049
46,K20009,2017040101.00000000,2017,Person,2017-K20009,0.70000000,20170401,20171018,20170405,Non-corrected ground GPS,JA70003000,0.00000000,1373900.00000000,7750.08680000,594.94800000,19372.58593750,940.56570713,21072,0,19372.58594000,940.56570710,2017,April,3.20000000,15.50000000,-9.10000000,50.07798813,33.30000000,6,50.07798813,8.88407774,8.49095292,33.41752529,20.32435988,8.68751533,26.870942585
47,N50294,2017060901.00000000,2017,Person,2017-N50294,1.60000000,20170609,20171011,20170608,Non-corrected ground GPS,JA70003000,0.00000000,1373806.00000000,16444.85400000,618.05740000,38581.61718750,947.27789255,21337,0,38581.61719000,947.27789250,2017,June,18.50000000,34.50000000,8.00000000,16.35059730,37.10000000,6,16.35059730,20.60000000,17.70656452,48.95336276,35.43425686,19.15328226,42.19380981
48,C50254,2017060501.00000000,2017,Person,2017-C50254,2.10000000,20170605,20170612,20170605,Non-corrected ground GPS,JA70003000,0.00000000,1373986.00000000,21271.10110000,587.38930000,56087.82031250,953.90380836,21119,0,56087.82031000,953.90380840,2017,June,12.80000000,31.70000000,-2.50000000,67.80743499,0.20000000,0,67.80743499,13.95505014,12.51759481,13.51910589,0.00000000,13.23632247,6.759552945
49,N62040,2017090501.00000000,2017,Person,2017-N62040,1.50000000,20170905,20171027,20170903,Non-corrected ground GPS,JA70003000,0.00000000,1373784.00000000,15762.59220000,629.28720000,36751.55468750,960.50382226,21309,0,36751.55469000,960.50382230,2017,September,14.30000000,35.00000000,-2.00000000,22.01957916,6.80000000,2,22.01957916,16.66220579,15.76423256,7.86459525,0.00000000,16.21321917,3.932297625
50,N22078,2017090901.00000000,2017,Person,2017-N22078,1.20000000,20170909,20171010,20170908,Non-corrected ground GPS,JA70003000,0.00000000,1373819.00000000,12788.58680000,620.47260000,31477.68750000,973.72185876,21375,0,31477.68750000,973.72185880,2017,September,12.80000000,30.50000000,1.00000000,26.96000270,6.60000000,2,26.96000270,13.63779421,12.32500818,12.83078832,7.86459525,12.98140119,10.347691785
51,V71786,2017081801.00000000,2017,Person,2017-V71786,1.00000000,20170818,20170820,20170818,Non-corrected ground GPS,JA70003000,0.00000000,1373726.00000000,10267.28780000,635.84270000,24185.50781250,975.66094961,21574,0,24185.50781000,975.66094960,2017,August,20.80000000,38.50000000,7.00000000,10.07548008,0.00000000,0,10.07548008,19.60354119,18.98814407,3.80349464,1.74802951,19.29584263,2.775762075
52,N50971,2017083001.00000000,2017,Person,2017-N50971,1.80000000,20170830,20170928,20170710,Hand sketch of any type,JA70003000,0.00000000,1373802.00000000,18230.98860000,652.98790000,42334.50000000,995.61064212,21333,0,42334.50000000,995.61064210,2017,July,23.60000000,39.70000000,10.10000000,15.17438481,6.80000000,1,15.17438481,24.90000000,22.56524970,6.62470948,3.42045875,23.73262485,5.022584115
53,N21956,2017091901.00000000,2017,Person,2017-N21956,0.70000000,20170919,20170919,20170830,Non-corrected ground GPS,JA70003000,0.00000000,1373821.00000000,7712.28100000,641.64970000,19059.20312500,1008.23379067,21377,0,19059.20313000,1008.23379100,2017,August,20.10000000,34.00000000,5.00000000,11.52254076,0.00000000,0,11.52254076,19.60354119,18.98814407,7.54741653,3.80349464,19.29584263,5.675455585
54,N41132,2017062701.00000000,2017,Lightning,2017-N41132,1.60000000,20170627,20170906,20170715,Non-corrected ground GPS,JA70003000,0.00000000,1373817.00000000,16548.78390000,626.81180000,42889.19531250,1009.08863172,21358,0,42889.19531000,1009.08863200,2017,July,14.60000000,30.00000000,-0.70000000,33.02172576,6.90000000,3,33.02172576,17.19626831,16.24650489,23.64313695,12.57891354,16.7213866,18.111025245
55,V60580,2017070501.00000000,2017,Person,2017-V60580,1.10000000,20170705,20170922,20170703,Unknown,JA70003000,0.00000000,1373737.00000000,11552.54260000,673.51820000,26197.00781250,1014.16179230,21608,0,26197.00781000,1014.16179200,2017,July,18.60000000,25.50000000,12.00000000,12.08863450,1.20000000,1,8.64157296,17.19626831,16.24650489,3.42045875,1.69609347,16.7213866,2.55827611
56,V12108,2017110901.00000000,2017,Person,2017-V12108,0.70000000,20171109,20171208,20170911,Unknown,JA70003000,0.00000000,1373748.00000000,7889.38630000,663.61490000,18583.18750000,1017.00553537,21422,0,18583.18750000,1017.00553500,2017,September,18.10000000,37.60000000,7.40000000,1.11694645,70.20000000,8,1.11694645,17.97499182,16.66220579,84.10788325,52.87337233,17.3185988,68.49062779
57,R10058,2017092801.00000000,2017,Person,2017-R10058,1.70000000,20170928,20171027,20170427,Non-corrected ground GPS,JA70003000,0.00000000,1373766.00000000,17851.47130000,610.68800000,51607.03906250,1037.92169521,21502,0,51607.03906000,1037.92169500,2017,April,4.30000000,15.00000000,-5.50000000,31.54780485,31.80000000,11,31.54780485,4.38314936,1.48189359,33.41752529,20.32435988,2.93252147,26.870942585
58,N50789,2017070801.00000000,2017,Lightning,2017-N50789,1.00000000,20170708,20170908,20170626,Non-corrected ground GPS,JA70003000,0.00000000,1373803.00000000,10533.28380000,673.72280000,25245.63281250,1043.24543644,21334,0,25245.63281000,1043.24543600,2017,June,16.40000000,32.00000000,5.00000000,22.40675057,49.20000000,9,22.40675057,17.70656452,16.26910919,48.95336276,35.43425686,16.98783685,42.19380981
59,G91933,2017083001.00000000,2017,Lightning,2017-G91933,1.30000000,20170831,20171006,20170828,Ozi,JA70003000,0.00000000,1373919.00000000,13719.55650000,530.34700000,53790.07031250,1050.31754910,21147,0,53790.07031000,1050.31754900,2017,August,12.70000000,28.00000000,1.00000000,171.94609630,15.00000000,1,171.94609630,14.34168526,12.30000000,49.41226031,26.78787543,13.32084263,38.10006787
60,G40911,2017101001.00000000,2017,Lightning,2017-G40911,2.10000000,20171010,20171011,20170707,Non-corrected ground GPS,JA70003000,0.00000000,1373952.00000000,21058.76850000,620.16760000,60754.19531250,1053.70382855,21272,0,60754.19531000,1053.70382900,2017,July,16.30000000,31.00000000,5.50000000,58.91434873,17.00000000,5,58.91434873,14.96469454,13.23475030,23.64313695,12.57891354,14.09972242,18.111025245
61,V80417,2017062601.00000000,2017,Person,2017-V80417,0.90000000,20170626,20171222,20170626,Non-corrected ground GPS,JA70003000,0.00000000,1373722.00000000,9384.69630000,677.69430000,22677.42187500,1053.83698224,21559,0,22677.42188000,1053.83698200,2017,June,15.20000000,30.50000000,6.50000000,5.64464618,44.60000000,9,5.64464618,15.02395326,14.66917625,48.95336276,35.43425686,14.84656475,42.19380981
62,N71395,2017072901.00000000,2017,Lightning,2017-N71395,1.50000000,20170729,20171123,20170727,Non-corrected ground GPS,JA70003000,0.00000000,1373774.00000000,15902.31020000,685.69390000,38218.55468750,1063.04912762,21578,0,38218.55469000,1063.04912800,2017,July,21.40000000,34.00000000,9.00000000,15.97483826,13.00000000,3,15.97483826,22.56524970,20.83530546,23.64313695,12.57891354,21.70027758,18.111025245
63,V52281,2017102401.00000000,2017,Person,2017-V52281,2.80000000,20171024,20171027,20171016,Hand sketch of any type,JA70003000,0.00000000,1373739.00000000,28828.79740000,684.80040000,69962.92968750,1066.33592039,21610,0,69962.92969000,1066.33592000,2017,October,8.90000000,19.00000000,1.00000000,33.92317674,242.40000000,10,33.92317674,9.77484337,9.21066211,114.75467800,83.76860887,9.49275274,99.261643435
64,V12228,2017110301.00000000,2017,Person,2017-V12228,2.00000000,20171103,20171208,20171002,Unknown,JA70003000,0.00000000,1373747.00000000,20915.56550000,716.02010000,49173.34375000,1097.20953235,21421,0,49173.34375000,1097.20953200,2017,October,3.30000000,22.20000000,-6.20000000,68.63727457,21.60000000,7,68.63727457,8.49355286,7.58206268,237.51791710,162.85397260,8.03780777,200.18594485
65,N11608,2017081701.00000000,2017,Lightning,2017-N11608,2.40000000,20170817,20170818,20170807,Non-corrected ground GPS,JA70003000,0.00000000,1373844.00000000,24791.40800000,728.29940000,58399.57812500,1118.81448259,21109,0,58399.57813000,1118.81448300,2017,August,17.60000000,34.00000000,3.00000000,26.13834205,0.00000000,0,26.13834205,20.38574896,19.60354119,3.80349464,1.74802951,19.99464507,2.775762075
66,C50373,2017062501.00000000,2017,Person,2017-C50373,3.30000000,20170625,20170630,20170625,Non-corrected ground GPS,JA70003000,0.00000000,1373985.00000000,33351.56520000,704.92020000,87614.21875000,1142.51316722,21118,0,87614.21875000,1142.51316700,2017,June,12.20000000,29.60000000,-4.80000000,46.24655077,0.90000000,0,46.24655077,13.95505014,12.51759481,13.51910589,0.00000000,13.23632247,6.759552945
67,C50003,2017040301.00000000,2017,Person,2017-C50003,1.20000000,20170403,20170425,20170403,Non-corrected ground GPS,JA70003000,0.00000000,1373992.00000000,12780.63010000,710.24430000,33658.42187500,1152.74278873,21150,0,33658.42188000,1152.74278900,2017,April,3.20000000,15.50000000,-9.10000000,60.07440042,33.30000000,6,60.07440042,4.38314936,1.48189359,41.85227950,33.41752529,2.93252147,37.634902395
